"product_id","product_name","price","stock_quantity","weight","unit","brand","expiry_date","is_vegan","created_at","updated_at","tax","category"
438,絹豆腐,"487円",20,10,ml,キッコーマン,2025-05-28,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 535円,飲料
439,酒大さじ1,"439円",87,250,l,カルピス,2025-10-21,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 474円,飲料
440,塩少々,"738円",16,200,pieces,ネスレ,2025-10-05,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 797円,調味料
441,片栗粉大さじ2,"355円",76,100,pieces,雪印,2025-11-29,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 383円,飲料
442,桜えび,"580円",30,10,pieces,森永,2025-06-19,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 638円,製菓材料
443,酒大さじ1,"150円",6,10,l,キッコーマン,2025-10-23,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 165円,冷凍食品
444,みりん大さじ1,"386円",69,1,kg,カルピス,2025-11-02,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 424円,スナック
445,砂糖小さじ1,"312円",25,200,pieces,雪印,2026-04-12,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 336円,製菓材料
446,塩小さじ1/3,"629円",34,50,g,明治,2025-05-26,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 679円,調味料
447,しょうゆ小さじ1/2,"114円",79,100,ml,ネスレ,2026-03-25,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 123円,調味料
448,和風顆粒だし小さじ1/3,"759円",99,100,pieces,カルピス,2026-01-12,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 819円,調味料
449,水150cc,"620円",16,100,g,森永,2025-10-16,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 669円,スナック
450,サーモン(刺身用),"280円",49,1,kg,ネスレ,2025-11-11,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 308円,飲料
451,ホタテ (刺身用),"149円",7,500,l,雪印,2026-02-01,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 160円,調味料
452,玉ねぎ,"190円",91,50,l,キッコーマン,2026-03-23,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 209円,スナック
453,オリーブオイル大さじ2,"946円",94,50,l,森永,2025-05-31,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 1021円,乳製品
454,酢大さじ1,"904円",43,1,kg,カルピス,2025-06-04,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 976円,飲料
455,粒マスタード小さじ2,"394円",54,200,kg,ネスレ,2026-01-06,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 425円,スナック
456,はちみつ小さじ1,"364円",87,10,l,雪印,2025-10-17,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 400円,製菓材料
457,いちご4個,"92円",94,50,pieces,ネスレ,2025-05-18,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 99円,製菓材料
458,生クリーム,"321円",75,50,g,明治,2025-10-05,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 346円,スナック
459,砂糖大さじ1,"445円",18,100,l,ネスレ,2025-07-05,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 480円,製菓材料
460,片栗粉適量,"440円",84,200,kg,明治,2026-01-05,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 484円,スナック
461,白玉粉40g,"563円",3,50,l,カルピス,2025-10-12,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 619円,調味料
462,砂糖大さじ1,"486円",96,100,pieces,明治,2025-08-31,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 534円,乳製品
463,水80cc,"158円",49,500,ml,明治,2025-06-23,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 173円,冷凍食品
464,鶏もも肉[骨付き],"623円",16,50,l,ネスレ,2025-05-29,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 672円,製菓材料
465,じゃがいも,"957円",78,500,l,ネスレ,2025-10-30,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 1052円,製菓材料
466,玉ねぎ,"146円",74,10,ml,雪印,2026-03-22,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 160円,飲料
467,赤パプリカ,"428円",39,10,g,カルピス,2025-07-17,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 470円,調味料
468,にんにく,"820円",13,200,g,明治,2025-12-19,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 885円,スナック
469,ローリエ,"555円",63,10,ml,雪印,2026-02-09,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 599円,製菓材料
470,タイム5枝,"587円",34,500,l,キッコーマン,2025-05-27,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 645円,調味料
471,オリーブオイル大さじ2,"464円",65,200,g,雪印,2025-07-04,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 501円,製菓材料
472,塩小さじ1/2,"507円",50,200,ml,ネスレ,2026-02-25,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 557円,製菓材料
473,こしょう少々,"958円",59,10,g,森永,2025-12-12,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 1053円,飲料
474,オリーブオイル大さじ2,"308円",16,500,ml,カルピス,2026-04-09,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 332円,調味料
475,塩小さじ1/2,"212円",46,200,g,キッコーマン,2026-01-05,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 233円,調味料
476,こしょう少々,"155円",69,50,ml,キッコーマン,2025-10-08,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 167円,製菓材料
477,牛肉[シチュー用],"391円",98,250,l,森永,2025-07-19,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 422円,飲料
478,玉ねぎ,"520円",72,10,g,キッコーマン,2026-02-23,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 561円,乳製品
479,にんじん,"290円",60,10,pieces,キッコーマン,2025-12-19,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 313円,乳製品
480,じゃがいも,"458円",59,200,l,ネスレ,2025-12-08,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 494円,調味料
481,塩こしょう少々,"208円",33,200,kg,カルピス,2026-01-28,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 224円,調味料
482,薄力粉大さじ3と1/2,"640円",98,200,l,カルピス,2026-03-25,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 691円,製菓材料
483,有塩バター20g,"539円",61,50,l,森永,2026-01-04,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 592円,冷凍食品
484,カットトマト缶,"931円",44,250,pieces,明治,2025-06-25,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 1005円,乳製品
485,水300cc,"838円",82,100,ml,明治,2025-11-26,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 921円,冷凍食品
486,赤ワイン100cc,"276円",91,10,l,ネスレ,2026-03-26,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 298円,製菓材料
487,ローリエ,"910円",80,1,kg,キッコーマン,2025-10-17,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 1001円,飲料
488,コンソメ小さじ1,"599円",54,500,pieces,雪印,2025-11-09,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 646円,乳製品
489,塩小さじ1/2,"235円",24,250,g,カルピス,2025-12-16,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 258円,乳製品
490,ケチャップ大さじ2,"158円",7,1,kg,カルピス,2026-01-12,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 170円,飲料
491,中濃ソース大さじ2,"628円",38,500,ml,雪印,2026-04-05,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 678円,乳製品
492,ブロッコリー,"507円",63,250,pieces,森永,2026-02-20,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 547円,飲料
493,塩少々,"103円",100,10,l,キッコーマン,2026-01-19,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 111円,製菓材料
494,市販のスポンジケーキ,"321円",12,100,ml,カルピス,2025-07-11,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 353円,スナック
495,いちご200g,"721円",20,10,l,ネスレ,2025-11-04,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 778円,冷凍食品
496,砂糖小さじ1,"133円",86,10,pieces,カルピス,2026-03-06,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 143円,スナック
497,お湯大さじ2,"576円",8,50,l,キッコーマン,2025-05-25,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 633円,製菓材料
498,生クリーム,"730円",59,500,g,カルピス,2026-01-01,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 803円,飲料
499,練乳大さじ2,"686円",65,50,g,森永,2026-02-04,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 740円,冷凍食品
500,スパゲティ,"454円",19,1,kg,カルピス,2025-09-05,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 499円,製菓材料
501,むきえび,"635円",56,100,g,カルピス,2026-04-08,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 698円,乳製品
502,玉ねぎ,"592円",46,250,ml,森永,2025-06-08,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 639円,製菓材料
503,有塩バター10g,"678円",77,50,l,カルピス,2025-12-03,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 732円,乳製品
504,オリーブオイル大さじ1/2,"125円",34,50,pieces,ネスレ,2026-02-16,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 137円,調味料
505,おろしにんにく少々,"155円",21,200,ml,ネスレ,2026-02-17,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 167円,スナック
506,牛乳,"420円",54,10,g,ネスレ,2025-06-12,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 462円,飲料
507,水100cc,"934円",7,100,g,雪印,2025-09-14,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 1008円,スナック
508,塩こしょう少々,"684円",91,50,l,雪印,2025-08-26,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 738円,飲料
509,パセリ(刻み),"520円",1,200,g,森永,2026-04-08,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 561円,スナック
510,カットトマト缶,"928円",90,50,ml,雪印,2025-06-06,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 1020円,飲料
511,コンソメ小さじ1,"414円",50,10,l,明治,2026-04-02,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 455円,製菓材料
512,塩小さじ1/2,"400円",16,250,g,キッコーマン,2025-06-06,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 432円,飲料
513,こしょう少々,"971円",67,1,kg,キッコーマン,2026-02-25,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 1068円,乳製品
514,強力粉70g,"632円",19,500,l,カルピス,2025-12-09,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 682円,スナック
515,薄力粉30g,"666円",15,1,kg,森永,2025-09-09,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 732円,調味料
516,水大さじ2,"764円",17,1,kg,ネスレ,2026-02-11,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 825円,飲料
517,牛乳,"466円",2,1,kg,明治,2025-11-22,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 512円,製菓材料
518,ドライイースト3g,"93円",23,500,pieces,明治,2025-08-19,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 100円,調味料
519,強力粉100g,"599円",46,100,l,キッコーマン,2025-05-24,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 646円,冷凍食品
520,薄力粉50g,"83円",60,250,g,カルピス,2025-08-21,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 89円,乳製品
521,無塩バター(常温)100g,"781円",78,50,g,カルピス,2026-01-22,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 859円,飲料
522,砂糖30g,"375円",47,1,kg,カルピス,2026-04-11,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 412円,スナック
523,卵黄,"647円",8,100,l,森永,2025-10-08,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 698円,乳製品
524,塩小さじ1/2,"712円",62,250,ml,雪印,2026-03-09,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 783円,冷凍食品
525,アーモンドパウダー,"480円",79,50,pieces,雪印,2025-07-26,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 518円,冷凍食品
526,シナモンパウダー小さじ1/2,"643円",93,100,g,ネスレ,2026-01-10,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 707円,製菓材料
527,ドライフルーツミックス,"932円",32,10,pieces,カルピス,2025-07-28,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 1006円,乳製品
528,ミックスナッツ(無塩)70g,"458円",48,500,l,カルピス,2025-11-01,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 503円,冷凍食品
529,ラム酒50cc,"847円",23,200,l,森永,2026-02-01,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 914円,冷凍食品
530,溶かしバター(無塩)50g,"719円",39,100,l,カルピス,2026-01-22,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 790円,スナック
531,グラニュー糖50g,"218円",87,1,kg,森永,2025-07-18,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 239円,調味料
532,粉砂糖適量,"906円",65,200,pieces,キッコーマン,2025-11-16,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 996円,製菓材料
533,むきえび,"272円",3,200,pieces,ネスレ,2026-02-02,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 293円,乳製品
534,アボカド,"780円",12,10,g,明治,2025-07-03,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 842円,製菓材料
535,クリームチーズ,"190円",31,10,pieces,キッコーマン,2026-01-01,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 205円,飲料
536,レモン汁小さじ1,"951円",30,50,ml,雪印,2025-10-22,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 1046円,飲料
537,マヨネーズ大さじ1,"96円",4,50,ml,明治,2025-06-11,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 105円,冷凍食品
538,塩こしょう少々,"96円",42,50,pieces,カルピス,2025-05-22,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 105円,スナック
539,手羽元,"402円",39,200,ml,キッコーマン,2026-01-07,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 434円,製菓材料
540,じゃがいも,"869円",17,100,g,森永,2025-06-14,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 938円,製菓材料
541,赤パプリカ,"373円",51,1,kg,森永,2025-08-08,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 410円,冷凍食品
542,しょうが,"198円",24,200,ml,森永,2026-01-21,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 217円,スナック
543,塩こしょう少々,"260円",90,200,l,カルピス,2026-03-12,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 280円,冷凍食品
544,オリーブオイル大さじ1/2,"932円",20,1,kg,キッコーマン,2025-12-09,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 1006円,製菓材料
545,酒大さじ1と1/2,"984円",38,200,kg,ネスレ,2025-09-02,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 1082円,製菓材料
546,みりん大さじ1,"390円",23,200,g,雪印,2025-08-16,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 421円,調味料
547,しょうゆ大さじ1と1/2,"175円",21,500,g,雪印,2025-10-08,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 189円,スナック
548,はちみつ大さじ1と1/2,"605円",39,1,kg,カルピス,2025-08-08,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 653円,スナック
549,イタリアンパセリ,"897円",10,200,kg,雪印,2026-02-12,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 986円,乳製品
550,スポンジケーキ[15cm],"283円",95,100,g,明治,2025-11-11,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 305円,冷凍食品
551,いちご250g,"136円",63,200,pieces,ネスレ,2026-01-06,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 146円,飲料
552,砂糖30g,"686円",74,250,ml,森永,2025-07-20,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 754円,冷凍食品
553,水大さじ4,"244円",73,100,pieces,キッコーマン,2026-03-31,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 268円,スナック
554,キルシュ,"812円",97,10,ml,カルピス,2025-08-13,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 893円,調味料
555,生クリーム,"461円",69,500,g,森永,2026-04-10,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 497円,製菓材料
556,砂糖大さじ3,"953円",77,10,l,明治,2026-03-31,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 1048円,乳製品
557,ブルーベリー,"280円",33,100,pieces,明治,2025-06-19,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 302円,調味料
558,ミント,"480円",87,100,ml,森永,2026-04-08,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 518円,製菓材料
559,ブリ[切り身],"715円",100,10,l,森永,2025-06-02,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 786円,スナック
560,大根,"549円",32,50,g,明治,2025-07-02,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 592円,乳製品
561,片栗粉大さじ2,"266円",3,200,pieces,明治,2025-12-05,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 287円,飲料
562,サラダ油適量,"548円",44,200,l,森永,2025-10-21,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 591円,乳製品
563,酒大さじ1,"787円",1,200,l,ネスレ,2026-01-09,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 865円,乳製品
564,しょうゆ大さじ1/2,"795円",54,250,pieces,キッコーマン,2025-08-14,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 858円,製菓材料
565,おろししょうが小さじ1/2,"680円",0,50,ml,明治,2025-11-27,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 734円,乳製品
566,細ねぎ,"339円",26,250,ml,雪印,2026-03-10,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 372円,製菓材料
567,ポン酢しょうゆ大さじ2,"630円",41,200,ml,明治,2026-02-05,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 693円,乳製品
568,牛乳,"882円",55,50,pieces,明治,2025-07-26,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 952円,冷凍食品
569,無塩バター80g,"910円",89,200,pieces,森永,2026-03-24,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 1001円,製菓材料
570,ミルクチョコレート100g,"391円",87,1,kg,キッコーマン,2025-08-28,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 430円,乳製品
571,ホットケーキミックス,"154円",56,1,kg,ネスレ,2025-12-10,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 169円,飲料
572,純ココア大さじ2,"685円",9,200,ml,明治,2026-04-17,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 753円,冷凍食品
573,ホイップクリーム,"357円",13,10,ml,ネスレ,2025-06-10,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 392円,製菓材料
574,ラズベリー,"366円",95,50,pieces,カルピス,2025-11-09,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 395円,スナック
575,ブルーベリー,"764円",42,1,kg,ネスレ,2025-06-20,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 825円,乳製品
576,粉砂糖小さじ2,"901円",0,100,l,雪印,2025-10-15,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 991円,乳製品
577,ミント,"718円",91,1,kg,キッコーマン,2025-12-15,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 775円,乳製品
578,牛切り落とし肉150g,"706円",76,250,l,ネスレ,2025-07-14,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 776円,冷凍食品
579,里芋,"126円",73,250,ml,キッコーマン,2026-04-10,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 136円,調味料
580,長ねぎ,"221円",28,1,kg,森永,2025-12-14,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 238円,調味料
581,にんじん,"160円",12,200,pieces,森永,2026-02-28,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 176円,乳製品
582,まいたけ,"961円",71,100,g,ネスレ,2025-12-29,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 1037円,冷凍食品
583,玉こんにゃく8個(104g),"977円",45,200,g,森永,2026-03-04,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 1074円,乳製品
584,みりん大さじ3,"252円",30,1,kg,ネスレ,2026-04-17,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 277円,調味料
585,砂糖大さじ1/2,"648円",12,500,l,明治,2025-12-29,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 712円,冷凍食品
586,しょうゆ大さじ4,"418円",18,250,ml,カルピス,2025-07-28,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 459円,調味料
587,和風顆粒だし小さじ1,"271円",31,200,pieces,キッコーマン,2025-08-18,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 298円,冷凍食品
588,水1000cc,"754円",58,1,kg,雪印,2026-03-15,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 814円,スナック
589,ミニトマト(赤・黄),"290円",8,200,kg,明治,2025-11-03,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 319円,スナック
590,モッツァレラチーズ(チェリータイプ),"443円",78,1,kg,明治,2026-01-25,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 487円,製菓材料
591,バジル,"191円",48,250,pieces,ネスレ,2025-07-20,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 210円,製菓材料
592,塩小さじ1/4,"289円",95,500,g,森永,2026-04-03,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 317円,乳製品
593,オリーブオイル大さじ1,"327円",60,200,l,雪印,2026-04-10,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 353円,製菓材料
594,こしょう少々,"266円",92,100,pieces,森永,2026-02-15,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 287円,乳製品
595,とろけるスライス（7枚入り）,"808円",68,500,g,明治,2025-07-14,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 872円,製菓材料
596,雪印メグミルク牛乳,"493円",83,100,ml,森永,2025-10-07,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 542円,乳製品
597,トマト鍋つゆ（市販品）,"300円",44,500,ml,森永,2026-03-03,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 324円,乳製品
598,鶏もも肉,"462円",82,50,pieces,カルピス,2025-05-24,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 498円,製菓材料
599,ウインナソーセージ,"890円",51,250,pieces,明治,2026-04-04,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 961円,スナック
600,トマト,"264円",92,200,pieces,森永,2025-10-22,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 290円,調味料
601,きゃべつ,"501円",75,50,pieces,ネスレ,2026-01-08,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 551円,飲料
602,たまねぎ,"985円",52,1,kg,カルピス,2025-08-23,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 1083円,製菓材料
603,しめじ,"120円",74,50,pieces,明治,2025-06-11,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 129円,調味料
604,にんじん,"352円",8,500,g,カルピス,2026-04-14,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 387円,製菓材料
605,ブロッコリー,"880円",71,50,pieces,ネスレ,2025-07-12,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 968円,乳製品
606,油揚げ,"540円",42,50,ml,ネスレ,2025-06-03,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 594円,スナック
607,鶏ひき肉,"461円",39,200,pieces,雪印,2025-08-09,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 497円,スナック
608,切り干し大根・千切り大根,"887円",67,10,pieces,キッコーマン,2026-02-19,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 975円,調味料
609,しいたけ,"852円",23,100,g,カルピス,2025-08-13,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 937円,乳製品
610,にんじん,"284円",68,1,kg,カルピス,2026-01-19,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 306円,製菓材料
611,みつば,"123円",80,10,pieces,明治,2026-04-04,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 135円,製菓材料
612,ほんだし,"796円",39,100,ml,雪印,2026-04-04,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 875円,飲料
613,【A】切り干し大根のもどし汁,"98円",25,50,l,明治,2026-01-02,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 105円,スナック
614,【A】みそ,"608円",0,250,g,雪印,2025-12-12,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 668円,製菓材料
